Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
279,Exit long,2024-12-24 15:30,Normal,30.05,13922,398447.64,19908.46,5.00,0,19908.46,5.00,-1809.86,-0.45,408374.5,4083.75,6
279,Entry long,2024-12-23 16:30,Normal,28.62,13922,398447.64,19908.46,5.00,0,19908.46,5.00,-1809.86,-0.45,408374.5,4083.75,6
280,Exit long,2024-12-30 15:30,Normal,28.09,13641,418369.47,-35193.78,-8.41,0,1636.92,0.39,-35193.78,-8.41,373180.72,3731.81,12
280,Entry long,2024-12-26 17:30,Normal,30.67,13641,418369.47,-35193.78,-8.41,0,1636.92,0.39,-35193.78,-8.41,373180.72,3731.81,12
281,Exit long,2025-01-03 17:30,Normal,29.18,13583,383176.43,13175.51,3.44,0,13175.51,3.44,-18337.05,-4.79,386356.22,3863.56,8
281,Entry long,2025-01-02 16:30,Normal,28.21,13583,383176.43,13175.51,3.44,0,13175.51,3.44,-18337.05,-4.79,386356.22,3863.56,8
282,Exit long,2025-01-15 15:30,Normal,29.45,14075,396352,18156.75,4.58,0,18156.75,4.58,-29276,-7.39,404512.97,4045.13,17
282,Entry long,2025-01-10 19:30,Normal,28.16,14075,396352,18156.75,4.58,0,18156.75,4.58,-29276,-7.39,404512.97,4045.13,17
283,Exit long,2025-01-17 15:30,Normal,31.81,13581,414492.12,17519.49,4.23,0,17519.49,4.23,-9778.32,-2.36,422032.47,4220.32,7
283,Entry long,2025-01-16 15:30,Normal,30.52,13581,414492.12,17519.49,4.23,0,17519.49,4.23,-9778.32,-2.36,422032.47,4220.32,7
284,Exit long,2025-01-21 18:30,Normal,34.21,13060,432024.8,14757.8,3.42,0,14757.8,3.42,-6138.2,-1.42,436790.28,4367.90,3
284,Entry long,2025-01-21 15:30,Normal,33.08,13060,432024.8,14757.8,3.42,0,14757.8,3.42,-6138.2,-1.42,436790.28,4367.90,3
285,Exit long,2025-01-24 19:30,Normal,32.47,12700,446786,-34417,-7.70,0,9271,2.08,-34417,-7.70,402373.28,4023.73,18
285,Entry long,2025-01-22 15:30,Normal,35.18,12700,446786,-34417,-7.70,0,9271,2.08,-34417,-7.70,402373.28,4023.73,18
286,Exit long,2025-01-29 15:30,Normal,25.94,16494,412350,15504.36,3.76,0,15504.36,3.76,-18143.4,-4.40,417877.62,4178.78,7
286,Entry long,2025-01-28 15:30,Normal,25,16494,412350,15504.36,3.76,0,15504.36,3.76,-18143.4,-4.40,417877.62,4178.78,7
287,Exit long,2025-01-30 19:30,Normal,27.04,16362,427866.3,14562.18,3.40,0,14562.18,3.40,-2945.16,-0.69,432439.8,4324.40,4
287,Entry long,2025-01-30 15:30,Normal,26.15,16362,427866.3,14562.18,3.40,0,14562.18,3.40,-2945.16,-0.69,432439.8,4324.40,4
288,Exit long,2025-01-31 20:30,Normal,26.55,15378,442425.06,-34139.16,-7.72,0,2152.92,0.49,-34139.16,-7.72,398300.66,3983.01,4
288,Entry long,2025-01-31 16:30,Normal,28.77,15378,442425.06,-34139.16,-7.72,0,2152.92,0.49,-34139.16,-7.72,398300.66,3983.01,4
289,Exit long,2025-02-05 17:30,Normal,27.11,15572,408297.84,13859.08,3.39,0,13859.08,3.39,-13236.2,-3.24,412159.72,4121.60,9
289,Entry long,2025-02-04 15:30,Normal,26.22,15572,408297.84,13859.08,3.39,0,13859.08,3.39,-13236.2,-3.24,412159.72,4121.60,9
290,Exit long,2025-02-07 15:30,Normal,27.92,15641,422150.59,14546.13,3.45,0,14546.13,3.45,-6099.99,-1.44,426705.88,4267.06,6
290,Entry long,2025-02-06 16:30,Normal,26.99,15641,422150.59,14546.13,3.45,0,14546.13,3.45,-6099.99,-1.44,426705.88,4267.06,6
291,Exit long,2025-02-11 16:30,Normal,27.71,16301,436703.79,14996.92,3.43,0,14996.92,3.43,-4564.28,-1.05,441702.78,4417.03,8
291,Entry long,2025-02-10 15:30,Normal,26.79,16301,436703.79,14996.92,3.43,0,14996.92,3.43,-4564.28,-1.05,441702.78,4417.03,8
292,Exit long,2025-02-18 15:30,Normal,29.02,16161,451699.95,17292.27,3.83,0,17292.27,3.83,-6302.79,-1.40,458995.06,4589.95,14
292,Entry long,2025-02-13 15:30,Normal,27.95,16161,451699.95,17292.27,3.83,0,17292.27,3.83,-6302.79,-1.40,458995.06,4589.95,14
293,Exit long,2025-02-19 17:30,Normal,31.11,15591,468977.28,16058.73,3.42,0,16058.73,3.42,0,0.00,475053.78,4750.54,2
293,Entry long,2025-02-19 15:30,Normal,30.08,15591,468977.28,16058.73,3.42,0,16058.73,3.42,0,0.00,475053.78,4750.54,2
294,Exit long,2025-02-21 18:30,Normal,28.86,15516,485030.16,-37238.4,-7.68,0,7602.84,1.57,-37238.4,-7.68,437815.38,4378.15,6
294,Entry long,2025-02-20 19:30,Normal,31.26,15516,485030.16,-37238.4,-7.68,0,7602.84,1.57,-37238.4,-7.68,437815.38,4378.15,6
295,Exit long,2025-02-26 16:30,Normal,26.34,17582,447813.54,15296.34,3.42,0,15296.34,3.42,-14241.42,-3.18,453111.72,4531.12,6
295,Entry long,2025-02-25 17:30,Normal,25.47,17582,447813.54,15296.34,3.42,0,15296.34,3.42,-14241.42,-3.18,453111.72,4531.12,6
296,Exit long,2025-03-03 15:30,Normal,23.56,20907,463090.05,29478.87,6.37,0,29478.87,6.37,-21534.21,-4.65,482590.6,4825.91,6
296,Entry long,2025-02-28 16:30,Normal,22.15,20907,463090.05,29478.87,6.37,0,29478.87,6.37,-21534.21,-4.65,482590.6,4825.91,6
297,Exit long,2025-03-04 20:30,Normal,22.09,23061,492582.96,16834.53,3.42,0,16834.53,3.42,-2767.32,-0.56,499425.12,4994.25,1
297,Entry long,2025-03-04 19:30,Normal,21.36,23061,492582.96,16834.53,3.42,0,16834.53,3.42,-2767.32,-0.56,499425.12,4994.25,1
298,Exit long,2025-03-05 18:30,Normal,21.27,24765,509416.05,17335.5,3.40,0,17335.5,3.40,-14363.7,-2.82,516760.62,5167.61,3
298,Entry long,2025-03-05 15:30,Normal,20.57,24765,509416.05,17335.5,3.40,0,17335.5,3.40,-14363.7,-2.82,516760.62,5167.61,3
299,Exit long,2025-03-07 19:30,Normal,20.18,26999,526750.49,18089.33,3.43,0,18089.33,3.43,-23759.12,-4.51,534849.94,5348.50,4
299,Entry long,2025-03-07 15:30,Normal,19.51,26999,526750.49,18089.33,3.43,0,18089.33,3.43,-23759.12,-4.51,534849.94,5348.50,4
300,Exit long,2025-03-11 18:30,Normal,17.65,31918,544840.26,18512.44,3.40,0,18512.44,3.40,-18831.62,-3.46,553362.4,5533.62,3
300,Entry long,2025-03-11 15:30,Normal,17.07,31918,544840.26,18512.44,3.40,0,18512.44,3.40,-18831.62,-3.46,553362.4,5533.62,3
301,Exit long,2025-03-14 14:30,Normal,19.31,30174,563348.58,19311.36,3.43,0,19311.36,3.43,-36510.54,-6.48,572673.75,5726.74,12
301,Entry long,2025-03-12 16:30,Normal,18.67,30174,563348.58,19311.36,3.43,0,19311.36,3.43,-36510.54,-6.48,572673.75,5726.74,12
302,Exit long,2025-03-17 18:30,Normal,20.66,29162,582656.76,19830.16,3.40,0,19830.16,3.40,-5540.78,-0.95,592503.94,5925.04,4
302,Entry long,2025-03-17 14:30,Normal,19.98,29162,582656.76,19830.16,3.40,0,19830.16,3.40,-5540.78,-0.95,592503.94,5925.04,4
303,Exit long,2025-03-19 19:30,Normal,20.91,29797,602495.34,20559.93,3.41,0,20559.93,3.41,-14302.56,-2.37,613063.8,6130.64,3
303,Entry long,2025-03-19 16:30,Normal,20.22,29797,602495.34,20559.93,3.41,0,20559.93,3.41,-14302.56,-2.37,613063.8,6130.64,3
304,Exit long,2025-03-24 14:30,Normal,20.36,32638,623059.42,41450.26,6.65,0,41450.26,6.65,-2937.42,-0.47,654514.1,6545.14,5
304,Entry long,2025-03-21 16:30,Normal,19.09,32638,623059.42,41450.26,6.65,0,41450.26,6.65,-2937.42,-0.47,654514.1,6545.14,5
305,Exit long,2025-03-28 15:30,Normal,16.27,37692,664509.96,-51261.12,-7.71,0,18092.16,2.72,-51261.12,-7.71,603253,6032.53,4
305,Entry long,2025-03-27 18:30,Normal,17.63,37692,664509.96,-51261.12,-7.71,0,18092.16,2.72,-51261.12,-7.71,603253,6032.53,4
306,Exit long,2025-03-31 20:30,Normal,15.5,40910,613240.9,20864.1,3.40,0,20864.1,3.40,-7772.9,-1.27,624117.06,6241.17,4
306,Entry long,2025-03-31 16:30,Normal,14.99,40910,613240.9,20864.1,3.40,0,20864.1,3.40,-7772.9,-1.27,624117.06,6241.17,4
307,Exit long,2025-04-02 17:30,Normal,16.21,40466,634102.22,21851.64,3.45,0,21851.64,3.45,-27921.54,-4.40,645968.75,6459.69,7
307,Entry long,2025-04-01 17:30,Normal,15.67,40466,634102.22,21851.64,3.45,0,21851.64,3.45,-27921.54,-4.40,645968.75,6459.69,7
308,Exit long,2025-04-07 18:30,Normal,9.21,73704,655965.6,22848.24,3.48,0,22848.24,3.48,-28007.52,-4.27,668816.94,6688.17,1
308,Entry long,2025-04-07 17:30,Normal,8.9,73704,655965.6,22848.24,3.48,0,22848.24,3.48,-28007.52,-4.27,668816.94,6688.17,1
309,Exit long,2025-04-08 17:30,Normal,10.31,68085,678807.45,23148.9,3.41,0,23148.9,3.41,0,0.00,691965.9,6919.66,1
309,Entry long,2025-04-08 16:30,Normal,9.97,68085,678807.45,23148.9,3.41,0,23148.9,3.41,0,0.00,691965.9,6919.66,1
310,Exit long,2025-04-09 18:30,Normal,8.87,81909,701960.13,24572.7,3.50,0,24572.7,3.50,-17200.89,-2.45,716538.56,7165.39,2
310,Entry long,2025-04-09 16:30,Normal,8.57,81909,701960.13,24572.7,3.50,0,24572.7,3.50,-17200.89,-2.45,716538.56,7165.39,2
311,Exit long,2025-04-11 19:30,Normal,10.03,74900,726530,24717,3.40,0,24717,3.40,-5992,-0.82,741255.56,7412.56,1
311,Entry long,2025-04-11 18:30,Normal,9.7,74900,726530,24717,3.40,0,24717,3.40,-5992,-0.82,741255.56,7412.56,1
312,Exit long,2025-04-15 15:30,Normal,10.98,70806,751251.66,26198.22,3.49,0,26198.22,3.49,-15577.32,-2.07,767453.75,7674.54,3
312,Entry long,2025-04-14 19:30,Normal,10.61,70806,751251.66,26198.22,3.49,0,26198.22,3.49,-15577.32,-2.07,767453.75,7674.54,3
313,Exit long,2025-04-17 19:30,Normal,9.3,86479,777446.21,26808.49,3.45,0,26808.49,3.45,-10377.48,-1.33,794262.25,7942.62,3
313,Entry long,2025-04-17 16:30,Normal,8.99,86479,777446.21,26808.49,3.45,0,26808.49,3.45,-10377.48,-1.33,794262.25,7942.62,3
314,Exit long,2025-04-22 15:30,Normal,8.95,92978,804259.7,27893.4,3.47,0,27893.4,3.47,0,0.00,822155.7,8221.56,1
314,Entry long,2025-04-21 21:30,Normal,8.65,92978,804259.7,27893.4,3.47,0,27893.4,3.47,0,0.00,822155.7,8221.56,1
315,Exit long,2025-04-24 15:30,Normal,11.02,78952,832154.08,37896.96,4.55,0,37896.96,4.55,-37107.44,-4.46,860052.6,8600.53,4
315,Entry long,2025-04-23 18:30,Normal,10.54,78952,832154.08,37896.96,4.55,0,37896.96,4.55,-37107.44,-4.46,860052.6,8600.53,4
316,Exit long,2025-04-30 21:30,Normal,12.12,74236,870045.92,29694.4,3.41,0,29694.4,3.41,-5938.88,-0.68,889747,8897.47,2
316,Entry long,2025-04-30 19:30,Normal,11.72,74236,870045.92,29694.4,3.41,0,29694.4,3.41,-5938.88,-0.68,889747,8897.47,2
317,Exit long,2025-05-02 15:30,Normal,13.1,71013,899734.71,30535.59,3.39,0,30535.59,3.39,-46868.58,-5.21,920282.6,9202.83,6
317,Entry long,2025-05-01 16:30,Normal,12.67,71013,899734.71,30535.59,3.39,0,30535.59,3.39,-46868.58,-5.21,920282.6,9202.83,6
318,Exit long,2025-05-08 17:30,Normal,14.17,67903,930271.1,31914.41,3.43,0,31914.41,3.43,-3395.15,-0.36,952197,9521.97,1
318,Entry long,2025-05-08 16:30,Normal,13.7,67903,930271.1,31914.41,3.43,0,31914.41,3.43,-3395.15,-0.36,952197,9521.97,1
319,Exit long,2025-05-12 18:30,Normal,17.4,57171,962187.93,32587.47,3.39,0,32587.47,3.39,-1143.42,-0.12,984784.5,9847.84,2
319,Entry long,2025-05-12 16:30,Normal,16.83,57171,962187.93,32587.47,3.39,0,32587.47,3.39,-1143.42,-0.12,984784.5,9847.84,2
320,Exit long,2025-05-21 17:30,Normal,18.37,56012,994773.12,34167.32,3.43,0,34167.32,3.43,-21284.56,-2.14,1018951.8,10189.52,7
320,Entry long,2025-05-20 17:30,Normal,17.76,56012,994773.12,34167.32,3.43,0,34167.32,3.43,-21284.56,-2.14,1018951.8,10189.52,7
321,Exit long,2025-05-27 15:30,Normal,16.67,65288,1028938.88,59412.08,5.77,0,59412.08,5.77,-8487.44,-0.82,1078363.9,10783.64,3
321,Entry long,2025-05-23 19:30,Normal,15.76,65288,1028938.88,59412.08,5.77,0,59412.08,5.77,-8487.44,-0.82,1078363.9,10783.64,3
322,Exit long,2025-05-29 15:30,Normal,18.12,63535,1088354.55,62899.65,5.78,0,62899.65,5.78,-18425.15,-1.69,1141263.5,11412.64,7
322,Entry long,2025-05-28 15:30,Normal,17.13,63535,1088354.55,62899.65,5.78,0,62899.65,5.78,-18425.15,-1.69,1141263.5,11412.64,7
323,Exit long,2025-06-03 15:30,Normal,17.07,69731,1151258.81,39049.36,3.39,0,39049.36,3.39,-18827.37,-1.64,1180312.9,11803.13,7
323,Entry long,2025-06-02 15:30,Normal,16.51,69731,1151258.81,39049.36,3.39,0,39049.36,3.39,-18827.37,-1.64,1180312.9,11803.13,7
324,Exit long,2025-06-05 15:30,Normal,19.41,63551,1190310.23,43214.68,3.63,0,43214.68,3.63,-5719.59,-0.48,1223527.6,12235.28,7
324,Entry long,2025-06-04 15:30,Normal,18.73,63551,1190310.23,43214.68,3.63,0,43214.68,3.63,-5719.59,-0.48,1223527.6,12235.28,7
325,Exit long,2025-06-09 15:30,Normal,20.25,62999,1233520.42,42209.33,3.42,0,42209.33,3.42,-31499.5,-2.55,1265736.9,12657.37,6
325,Entry long,2025-06-06 16:30,Normal,19.58,62999,1233520.42,42209.33,3.42,0,42209.33,3.42,-31499.5,-2.55,1265736.9,12657.37,6
326,Exit long,2025-06-13 15:30,Normal,20.12,58546,1275717.34,-97771.82,-7.66,0,42153.12,3.30,-97771.82,-7.66,1167965.1,11679.65,18
326,Entry long,2025-06-10 18:30,Normal,21.79,58546,1275717.34,-97771.82,-7.66,0,42153.12,3.30,-97771.82,-7.66,1167965.1,11679.65,18
327,Exit long,2025-06-24 15:30,Normal,22.65,53837,1177953.56,41454.49,3.52,0,41454.49,3.52,-89907.79,-7.63,1209419.6,12094.20,33
327,Entry long,2025-06-16 17:30,Normal,21.88,53837,1177953.56,41454.49,3.52,0,41454.49,3.52,-89907.79,-7.63,1209419.6,12094.20,33
328,Exit long,2025-06-26 15:30,Normal,25.17,50430,1219397.4,49925.7,4.09,0,49925.7,4.09,-12103.2,-0.99,1259345.2,12593.45,7
328,Entry long,2025-06-25 15:30,Normal,24.18,50430,1219397.4,49925.7,4.09,0,49925.7,4.09,-12103.2,-0.99,1259345.2,12593.45,7
329,Exit long,2025-07-02 16:30,Normal,26.01,50470,1269320.5,43404.2,3.42,0,43404.2,3.42,0,0.00,1302749.5,13027.50,1
329,Entry long,2025-07-02 15:30,Normal,25.15,50470,1269320.5,43404.2,3.42,0,43404.2,3.42,0,0.00,1302749.5,13027.50,1
330,Exit long,2025-07-09 15:30,Normal,27.3,49725,1312740,44752.5,3.41,0,44752.5,3.41,-3978,-0.30,1347502,13475.02,6
330,Entry long,2025-07-08 16:30,Normal,26.4,49725,1312740,44752.5,3.41,0,44752.5,3.41,-3978,-0.30,1347502,13475.02,6
331,Exit long,2025-07-15 15:30,Normal,28.23,49725,1357492.5,46244.25,3.41,0,46244.25,3.41,-98455.5,-7.25,1393746.2,13937.46,21
331,Entry long,2025-07-10 15:30,Normal,27.3,49725,1357492.5,46244.25,3.41,0,46244.25,3.41,-98455.5,-7.25,1393746.2,13937.46,21
332,Exit long,2025-07-21 15:30,Normal,27.94,51952,1403743.04,47795.84,3.40,0,47795.84,3.40,-31171.2,-2.22,1441542.1,14415.42,15
332,Entry long,2025-07-16 21:30,Normal,27.02,51952,1403743.04,47795.84,3.40,0,47795.84,3.40,-31171.2,-2.22,1441542.1,14415.42,15
333,Exit long,2025-07-28 15:30,Normal,26.54,56568,1451534.88,49779.84,3.43,0,49779.84,3.43,-47517.12,-3.27,1491321.9,14913.22,17
333,Entry long,2025-07-23 19:30,Normal,25.66,56568,1451534.88,49779.84,3.43,0,49779.84,3.43,-47517.12,-3.27,1491321.9,14913.22,17
334,Exit long,2025-07-31 16:30,Normal,25.71,53907,1501309.95,-115360.98,-7.68,0,14554.89,0.97,-115360.98,-7.68,1375961,13759.61,15
334,Entry long,2025-07-29 15:30,Normal,27.85,53907,1501309.95,-115360.98,-7.68,0,14554.89,0.97,-115360.98,-7.68,1375961,13759.61,15
335,Exit long,2025-08-05 15:30,Normal,25.45,56316,1385936.76,47305.44,3.41,0,47305.44,3.41,-67016.04,-4.84,1423266.4,14232.66,12
335,Entry long,2025-08-01 17:30,Normal,24.61,56316,1385936.76,47305.44,3.41,0,47305.44,3.41,-67016.04,-4.84,1423266.4,14232.66,12
336,Exit long,2025-08-07 15:30,Normal,25.47,60475,1433257.5,107040.75,7.47,0,107040.75,7.47,-5442.75,-0.38,1530307.1,15303.07,4
336,Entry long,2025-08-06 18:30,Normal,23.7,60475,1433257.5,107040.75,7.47,0,107040.75,7.47,-5442.75,-0.38,1530307.1,15303.07,4
337,Exit long,2025-08-11 15:30,Normal,26.36,60427,1540284.23,52571.49,3.41,0,52571.49,3.41,-4834.16,-0.31,1582878.6,15828.79,7
337,Entry long,2025-08-08 15:30,Normal,25.49,60427,1540284.23,52571.49,3.41,0,52571.49,3.41,-4834.16,-0.31,1582878.6,15828.79,7
338,Exit long,2025-08-13 15:30,Normal,28.67,57629,1592865.56,59357.87,3.73,0,59357.87,3.73,-6915.48,-0.43,1642236.5,16422.36,6
338,Entry long,2025-08-12 16:30,Normal,27.64,57629,1592865.56,59357.87,3.73,0,59357.87,3.73,-6915.48,-0.43,1642236.5,16422.36,6
339,Exit long,2025-08-15 18:30,Normal,27.08,56313,1652223.42,-127267.38,-7.70,0,0,0.00,-127267.38,-7.70,1514969.1,15149.69,4
339,Entry long,2025-08-14 21:30,Normal,29.34,56313,1652223.42,-127267.38,-7.70,0,0,0.00,-127267.38,-7.70,1514969.1,15149.69,4
340,Exit long,2025-08-20 21:30,Normal,25.81,61096,1524956.16,51931.6,3.41,0,51931.6,3.41,-26271.28,-1.72,1566900.8,15669.01,5
340,Entry long,2025-08-20 16:30,Normal,24.96,61096,1524956.16,51931.6,3.41,0,51931.6,3.41,-26271.28,-1.72,1566900.8,15669.01,5
341,Exit long,2025-08-22 15:30,Normal,26.32,61960,1576882,53905.2,3.42,0,53905.2,3.42,-29740.8,-1.89,1620805.9,16208.06,6
341,Entry long,2025-08-21 16:30,Normal,25.45,61960,1576882,53905.2,3.42,0,53905.2,3.42,-29740.8,-1.89,1620805.9,16208.06,6
342,Exit long,2025-08-28 15:30,Normal,29.07,58015,1630801.65,55694.4,3.42,0,55694.4,3.42,-48732.6,-2.99,1676500.2,16765.00,14
342,Entry long,2025-08-26 15:30,Normal,28.11,58015,1630801.65,55694.4,3.42,0,55694.4,3.42,-48732.6,-2.99,1676500.2,16765.00,14
343,Exit long,2025-09-03 15:30,Normal,25.36,68949,1686492.54,62054.1,3.68,0,62054.1,3.68,0,0.00,1738554.4,17385.54,4
343,Entry long,2025-09-02 18:30,Normal,24.46,68949,1686492.54,62054.1,3.68,0,62054.1,3.68,0,0.00,1738554.4,17385.54,4
344,Exit long,2025-09-05 15:30,Normal,26.81,69746,1748532.22,121358.04,6.94,0,121358.04,6.94,-9764.44,-0.56,1859912.5,18599.13,6
344,Entry long,2025-09-04 16:30,Normal,25.07,69746,1748532.22,121358.04,6.94,0,121358.04,6.94,-9764.44,-0.56,1859912.5,18599.13,6
345,Exit long,2025-09-10 15:30,Normal,28.48,68721,1869898.41,87275.67,4.67,0,87275.67,4.67,-44668.65,-2.39,1947188.1,19471.88,13
345,Entry long,2025-09-08 16:30,Normal,27.21,68721,1869898.41,87275.67,4.67,0,87275.67,4.67,-44668.65,-2.39,1947188.1,19471.88,13
346,Exit long,2025-09-16 15:30,Normal,30.32,67188,1957186.44,79953.72,4.09,0,79953.72,4.09,-23515.8,-1.20,2027141.9,20271.42,21
346,Entry long,2025-09-11 15:30,Normal,29.13,67188,1957186.44,79953.72,4.09,0,79953.72,4.09,-23515.8,-1.20,2027141.9,20271.42,21
347,Exit long,2025-09-18 15:30,Normal,32.75,66747,2037118.44,148845.81,7.31,0,148845.81,7.31,-91443.39,-4.49,2175987.8,21759.88,7
347,Entry long,2025-09-17 15:30,Normal,30.52,66747,2037118.44,148845.81,7.31,0,148845.81,7.31,-91443.39,-4.49,2175987.8,21759.88,7
348,Exit long,2025-09-23 15:30,Normal,34.96,64655,2185985.55,74353.25,3.40,0,74353.25,3.40,-7112.05,-0.33,2250341,22503.41,7
348,Entry long,2025-09-22 15:30,Normal,33.81,64655,2185985.55,74353.25,3.40,0,74353.25,3.40,-7112.05,-0.33,2250341,22503.41,7
349,Exit long,2025-09-29 15:30,Normal,35.03,67072,2260326.4,89205.76,3.95,0,89205.76,3.95,-4024.32,-0.18,2339546.8,23395.47,5
349,Entry long,2025-09-26 17:30,Normal,33.7,67072,2260326.4,89205.76,3.95,0,89205.76,3.95,-4024.32,-0.18,2339546.8,23395.47,5
350,Exit long,2025-10-01 17:30,Normal,35.82,67827,2349527.28,80035.86,3.41,0,80035.86,3.41,-72574.89,-3.09,2419582.5,24195.83,9
350,Entry long,2025-09-30 15:30,Normal,34.64,67827,2349527.28,80035.86,3.41,0,80035.86,3.41,-72574.89,-3.09,2419582.5,24195.83,9
351,Exit long,2025-10-08 19:30,Normal,42.08,59709,2429559.21,82995.51,3.42,0,82995.51,3.42,-9553.44,-0.39,2502578,25025.78,4
351,Entry long,2025-10-08 15:30,Normal,40.69,59709,2429559.21,82995.51,3.42,0,82995.51,3.42,-9553.44,-0.39,2502578,25025.78,4
352,Exit long,2025-10-15 16:30,Normal,40.09,64807,2512567.39,85545.24,3.40,0,85545.24,3.40,-182755.73,-7.27,2588123.2,25881.23,14
352,Entry long,2025-10-13 16:30,Normal,38.77,64807,2512567.39,85545.24,3.40,0,85545.24,3.40,-182755.73,-7.27,2588123.2,25881.23,14
353,Exit long,2025-10-20 16:30,Normal,42.8,62771,2598091.69,88507.11,3.41,0,88507.11,3.41,-192079.27,-7.39,2676630.5,26766.31,15
353,Entry long,2025-10-16 15:30,Normal,41.39,62771,2598091.69,88507.11,3.41,0,88507.11,3.41,-192079.27,-7.39,2676630.5,26766.31,15
354,Exit long,2025-10-23 15:30,Normal,39.7,69982,2686608.98,91676.42,3.41,0,91676.42,3.41,-58784.88,-2.19,2768306.8,27683.07,1
354,Entry long,2025-10-22 21:30,Normal,38.39,69982,2686608.98,91676.42,3.41,0,91676.42,3.41,-58784.88,-2.19,2768306.8,27683.07,1
355,Exit long,2025-10-27 14:30,Normal,45.5,64149,2778293.19,140486.31,5.06,0,140486.31,5.06,-22452.15,-0.81,2908793,29087.93,7
355,Entry long,2025-10-24 15:30,Normal,43.31,64149,2778293.19,140486.31,5.06,0,140486.31,5.06,-22452.15,-0.81,2908793,29087.93,7
356,Exit long,2025-10-29 14:30,Normal,49.37,61904,2918773.6,137426.88,4.71,0,137426.88,4.71,-15476,-0.53,3046220,30462.20,4
356,Entry long,2025-10-28 17:30,Normal,47.15,61904,2918773.6,137426.88,4.71,0,137426.88,4.71,-15476,-0.53,3046220,30462.20,4
357,Exit long,2025-11-04 15:30,Normal,44.78,62308,3056207.4,-266055.16,-8.71,0,71031.12,2.32,-266055.16,-8.71,2780164.8,27801.65,14
357,Entry long,2025-10-31 14:30,Normal,49.05,62308,3056207.4,-266055.16,-8.71,0,71031.12,2.32,-266055.16,-8.71,2780164.8,27801.65,14
358,Exit long,2025-11-05 19:30,Normal,47.61,60603,2790162.12,95146.71,3.41,0,95146.71,3.41,-12120.6,-0.43,2875311.5,28753.12,3
358,Entry long,2025-11-05 16:30,Normal,46.04,60603,2790162.12,95146.71,3.41,0,95146.71,3.41,-12120.6,-0.43,2875311.5,28753.12,3
359,Exit long,2025-11-07 20:30,Normal,40.72,73268,2885293.84,98179.12,3.40,0,98179.12,3.40,-54951,-1.90,2973490.8,29734.91,2
359,Entry long,2025-11-07 18:30,Normal,39.38,73268,2885293.84,98179.12,3.40,0,98179.12,3.40,-54951,-1.90,2973490.8,29734.91,2
360,Exit long,2025-11-10 20:30,Normal,45.25,68178,2983469.28,101585.22,3.40,0,101585.22,3.40,-17726.28,-0.59,3075076,30750.76,4
360,Entry long,2025-11-10 16:30,Normal,43.76,68178,2983469.28,101585.22,3.40,0,101585.22,3.40,-17726.28,-0.59,3075076,30750.76,4
361,Exit long,2025-11-12 15:30,Normal,44.02,72641,3085063.27,112593.55,3.65,0,112593.55,3.65,-53027.93,-1.72,3187669.5,31876.70,4
361,Entry long,2025-11-11 18:30,Normal,42.47,72641,3085063.27,112593.55,3.65,0,112593.55,3.65,-53027.93,-1.72,3187669.5,31876.70,4
362,Exit long,2025-11-17 19:30,Normal,37.24,79267,3197630.78,-245727.7,-7.68,0,19816.75,0.62,-245727.7,-7.68,2941941.8,29419.42,10
362,Entry long,2025-11-14 16:30,Normal,40.34,79267,3197630.78,-245727.7,-7.68,0,19816.75,0.62,-245727.7,-7.68,2941941.8,29419.42,10
363,Exit long,2025-11-19 15:30,Normal,35.88,85070,2951929,100382.6,3.40,0,100382.6,3.40,-52743.4,-1.79,3042324.2,30423.24,6
363,Entry long,2025-11-18 16:30,Normal,34.7,85070,2951929,100382.6,3.40,0,100382.6,3.40,-52743.4,-1.79,3042324.2,30423.24,6
364,Exit long,2025-11-21 17:30,Normal,31.36,100670,3052314.4,104696.8,3.43,0,104696.8,3.43,-4026.8,-0.13,3147021.2,31470.21,1
364,Entry long,2025-11-21 16:30,Normal,30.32,100670,3052314.4,104696.8,3.43,0,104696.8,3.43,-4026.8,-0.13,3147021.2,31470.21,1
365,Exit long,2025-11-25 15:30,Normal,33.25,87646,3157008.92,-242779.42,-7.69,0,25417.34,0.81,-242779.42,-7.69,2904241.8,29042.42,4
365,Entry long,2025-11-24 18:30,Normal,36.02,87646,3157008.92,-242779.42,-7.69,0,25417.34,0.81,-242779.42,-7.69,2904241.8,29042.42,4
366,Exit long,2025-11-26 16:30,Normal,39.2,76872,2914217.52,99164.88,3.40,0,99164.88,3.40,0,0.00,3003406.5,30034.07,1
366,Entry long,2025-11-26 15:30,Normal,37.91,76872,2914217.52,99164.88,3.40,0,99164.88,3.40,0,0.00,3003406.5,30034.07,1
367,Exit long,2025-12-02 15:30,Normal,43.4,71799,3013404.03,102672.57,3.41,0,102672.57,3.41,-53849.25,-1.79,3106079.2,31060.79,4
367,Entry long,2025-12-01 18:30,Normal,41.97,71799,3013404.03,102672.57,3.41,0,102672.57,3.41,-53849.25,-1.79,3106079.2,31060.79,4
368,Exit long,2025-12-03 21:30,Normal,46.46,69354,3116075.22,106111.62,3.41,0,106111.62,3.41,-10403.1,-0.33,3212190.8,32121.91,4
