Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
95,Entry long,2022-12-09 15:30,Normal,12.35,2033,25107.55,4045.67,16.11,0,4045.67,16.11,-1423.1,-5.67,19155.03,191.55,14
96,Exit long,2022-12-14 20:30,Normal,12.5,2153,29151.62,-2239.12,-7.68,0,86.12,0.30,-2239.12,-7.68,16915.91,169.16,5
96,Entry long,2022-12-14 15:30,Normal,13.54,2153,29151.62,-2239.12,-7.68,0,86.12,0.30,-2239.12,-7.68,16915.91,169.16,5
97,Exit long,2022-12-21 19:30,Normal,11.01,2527,26912.55,909.72,3.38,0,909.72,3.38,-1768.9,-6.57,17825.63,178.26,21
97,Entry long,2022-12-16 19:30,Normal,10.65,2527,26912.55,909.72,3.38,0,909.72,3.38,-1768.9,-6.57,17825.63,178.26,21
98,Exit long,2022-12-29 15:30,Normal,9.08,3172,27818.44,983.32,3.53,0,983.32,3.53,-666.12,-2.39,18808.95,188.09,4
98,Entry long,2022-12-28 18:30,Normal,8.77,3172,27818.44,983.32,3.53,0,983.32,3.53,-666.12,-2.39,18808.95,188.09,4
99,Exit long,2023-01-03 15:30,Normal,9.94,3038,28800.24,1397.48,4.85,0,1397.48,4.85,0,0.00,20206.43,202.06,1
99,Entry long,2022-12-30 21:30,Normal,9.48,3038,28800.24,1397.48,4.85,0,1397.48,4.85,0,0.00,20206.43,202.06,1
100,Exit long,2023-01-04 17:30,Normal,9.84,3176,30203.76,1048.08,3.47,0,1048.08,3.47,-412.88,-1.37,21254.51,212.55,2
100,Entry long,2023-01-04 15:30,Normal,9.51,3176,30203.76,1048.08,3.47,0,1048.08,3.47,-412.88,-1.37,21254.51,212.55,2
101,Exit long,2023-01-06 16:30,Normal,10.03,3222,31253.4,1063.26,3.40,0,1063.26,3.40,0,0.00,22317.77,223.18,1
101,Entry long,2023-01-06 15:30,Normal,9.7,3222,31253.4,1063.26,3.40,0,1063.26,3.40,0,0.00,22317.77,223.18,1
102,Exit long,2023-01-11 21:30,Normal,12.09,2764,32311.16,1105.6,3.42,0,1105.6,3.42,-773.92,-2.40,23423.37,234.23,9
102,Entry long,2023-01-10 19:30,Normal,11.69,2764,32311.16,1105.6,3.42,0,1105.6,3.42,-773.92,-2.40,23423.37,234.23,9
103,Exit long,2023-01-12 17:30,Normal,12.59,2746,33418.82,1153.32,3.45,0,1153.32,3.45,-659.04,-1.97,24576.69,245.77,2
103,Entry long,2023-01-12 15:30,Normal,12.17,2746,33418.82,1153.32,3.45,0,1153.32,3.45,-659.04,-1.97,24576.69,245.77,2
104,Exit long,2023-01-17 15:30,Normal,13,2752,34565.12,1210.88,3.50,0,1210.88,3.50,-165.12,-0.48,25787.57,257.88,3
104,Entry long,2023-01-13 19:30,Normal,12.56,2752,34565.12,1210.88,3.50,0,1210.88,3.50,-165.12,-0.48,25787.57,257.88,3
105,Exit long,2023-01-20 20:30,Normal,12.33,3002,35783.84,1230.82,3.44,0,1230.82,3.44,-1290.86,-3.61,27018.39,270.18,8
105,Entry long,2023-01-19 19:30,Normal,11.92,3002,35783.84,1230.82,3.44,0,1230.82,3.44,-1290.86,-3.61,27018.39,270.18,8
106,Exit long,2023-01-23 18:30,Normal,14.4,2659,37013.28,1276.32,3.45,0,1276.32,3.45,0,0.00,28294.71,282.95,2
106,Entry long,2023-01-23 16:30,Normal,13.92,2659,37013.28,1276.32,3.45,0,1276.32,3.45,0,0.00,28294.71,282.95,2
107,Exit long,2023-01-26 15:30,Normal,14.7,2735,38290,1914.5,5.00,0,1914.5,5.00,-164.1,-0.43,30209.21,302.09,3
107,Entry long,2023-01-25 19:30,Normal,14,2735,38290,1914.5,5.00,0,1914.5,5.00,-164.1,-0.43,30209.21,302.09,3
108,Exit long,2023-02-01 15:30,Normal,14.43,2882,40203.9,1383.36,3.44,0,1383.36,3.44,-461.12,-1.15,31592.57,315.93,6
108,Entry long,2023-01-31 16:30,Normal,13.95,2882,40203.9,1383.36,3.44,0,1383.36,3.44,-461.12,-1.15,31592.57,315.93,6
109,Exit long,2023-02-02 18:30,Normal,17.62,2442,41587.26,1440.78,3.46,0,1440.78,3.46,-390.72,-0.94,33033.35,330.33,3
109,Entry long,2023-02-02 15:30,Normal,17.03,2442,41587.26,1440.78,3.46,0,1440.78,3.46,-390.72,-0.94,33033.35,330.33,3
110,Exit long,2023-02-07 20:30,Normal,16.83,2644,43017.88,1480.64,3.44,0,1480.64,3.44,-1189.8,-2.77,34513.99,345.14,2
110,Entry long,2023-02-07 18:30,Normal,16.27,2644,43017.88,1480.64,3.44,0,1480.64,3.44,-1189.8,-2.77,34513.99,345.14,2
111,Exit long,2023-02-09 15:30,Normal,17.49,2632,44507.12,1526.56,3.43,0,1526.56,3.43,-2368.8,-5.32,36040.55,360.41,7
111,Entry long,2023-02-08 15:30,Normal,16.91,2632,44507.12,1526.56,3.43,0,1526.56,3.43,-2368.8,-5.32,36040.55,360.41,7
112,Exit long,2023-02-13 16:30,Normal,15.95,2985,46028.7,1582.05,3.44,0,1582.05,3.44,-537.3,-1.17,37622.6,376.23,2
112,Entry long,2023-02-10 21:30,Normal,15.42,2985,46028.7,1582.05,3.44,0,1582.05,3.44,-537.3,-1.17,37622.6,376.23,2
113,Exit long,2023-02-17 15:30,Normal,15.44,2846,47613.58,-3671.34,-7.71,0,1366.08,2.87,-3671.34,-7.71,33951.26,339.51,21
113,Entry long,2023-02-14 15:30,Normal,16.73,2846,47613.58,-3671.34,-7.71,0,1366.08,2.87,-3671.34,-7.71,33951.26,339.51,21
114,Exit long,2023-02-23 15:30,Normal,14.81,3219,43939.35,3734.04,8.50,0,3734.04,8.50,-1287.6,-2.93,37685.3,376.85,5
114,Entry long,2023-02-22 17:30,Normal,13.65,3219,43939.35,3734.04,8.50,0,3734.04,8.50,-1287.6,-2.93,37685.3,376.85,5
115,Exit long,2023-02-27 15:30,Normal,14.64,3413,47679.61,2286.71,4.80,0,2286.71,4.80,0,0.00,39972.01,399.72,1
115,Entry long,2023-02-24 21:30,Normal,13.97,3413,47679.61,2286.71,4.80,0,2286.71,4.80,0,0.00,39972.01,399.72,1
116,Exit long,2023-02-28 19:30,Normal,14.92,3465,49965.3,1732.5,3.47,0,1732.5,3.47,-242.55,-0.49,41704.51,417.05,3
116,Entry long,2023-02-28 16:30,Normal,14.42,3465,49965.3,1732.5,3.47,0,1732.5,3.47,-242.55,-0.49,41704.51,417.05,3
117,Exit long,2023-03-03 19:30,Normal,15.2,3517,51699.9,1758.5,3.40,0,1758.5,3.40,-1266.12,-2.45,43463.01,434.63,5
117,Entry long,2023-03-02 21:30,Normal,14.7,3517,51699.9,1758.5,3.40,0,1758.5,3.40,-1266.12,-2.45,43463.01,434.63,5
118,Exit long,2023-03-09 15:30,Normal,15.61,3542,53448.78,1841.84,3.45,0,1841.84,3.45,-247.94,-0.46,45304.85,453.05,7
118,Entry long,2023-03-08 15:30,Normal,15.09,3542,53448.78,1841.84,3.45,0,1841.84,3.45,-247.94,-0.46,45304.85,453.05,7
119,Exit long,2023-03-14 14:30,Normal,14.44,4013,55299.14,2648.58,4.79,0,2648.58,4.79,-1123.64,-2.03,47953.43,479.53,5
119,Entry long,2023-03-13 16:30,Normal,13.78,4013,55299.14,2648.58,4.79,0,2648.58,4.79,-1123.64,-2.03,47953.43,479.53,5
120,Exit long,2023-03-16 14:30,Normal,14.64,4095,57944.25,2006.55,3.46,0,2006.55,3.46,-614.25,-1.06,49959.98,499.60,3
120,Entry long,2023-03-15 18:30,Normal,14.15,4095,57944.25,2006.55,3.46,0,2006.55,3.46,-614.25,-1.06,49959.98,499.60,3
121,Exit long,2023-03-21 14:30,Normal,16.66,3728,59946.24,2162.24,3.61,0,2162.24,3.61,-37.28,-0.06,52122.22,521.22,4
121,Entry long,2023-03-20 17:30,Normal,16.08,3728,59946.24,2162.24,3.61,0,2162.24,3.61,-37.28,-0.06,52122.22,521.22,4
122,Exit long,2023-03-23 15:30,Normal,17.78,3613,62107.47,2131.67,3.43,0,2131.67,3.43,-4696.9,-7.56,54253.89,542.54,4
122,Entry long,2023-03-22 18:30,Normal,17.19,3613,62107.47,2131.67,3.43,0,2131.67,3.43,-4696.9,-7.56,54253.89,542.54,4
123,Exit long,2023-03-28 16:30,Normal,14.71,4033,64245.69,-4920.26,-7.66,0,685.61,1.07,-4920.26,-7.66,49333.63,493.34,4
123,Entry long,2023-03-27 19:30,Normal,15.93,4033,64245.69,-4920.26,-7.66,0,685.61,1.07,-4920.26,-7.66,49333.63,493.34,4
124,Exit long,2023-03-29 20:30,Normal,16.88,3635,59323.2,2035.6,3.43,0,2035.6,3.43,-72.7,-0.12,51369.23,513.69,4
124,Entry long,2023-03-29 16:30,Normal,16.32,3635,59323.2,2035.6,3.43,0,2035.6,3.43,-72.7,-0.12,51369.23,513.69,4
125,Exit long,2023-04-04 20:30,Normal,16.36,3461,61363.53,-4741.57,-7.73,0,830.64,1.35,-4741.57,-7.73,46627.66,466.28,25
125,Entry long,2023-03-30 16:30,Normal,17.73,3461,61363.53,-4741.57,-7.73,0,830.64,1.35,-4741.57,-7.73,46627.66,466.28,25
126,Exit long,2023-04-10 18:30,Normal,15.83,3698,56616.38,1922.96,3.40,0,1922.96,3.40,-1922.96,-3.40,48550.62,485.51,13
126,Entry long,2023-04-05 19:30,Normal,15.31,3698,56616.38,1922.96,3.40,0,1922.96,3.40,-1922.96,-3.40,48550.62,485.51,13
127,Exit long,2023-04-13 15:30,Normal,14.81,3650,58546,-4489.5,-7.67,0,1314,2.24,-4489.5,-7.67,44061.12,440.61,13
127,Entry long,2023-04-11 16:30,Normal,16.04,3650,58546,-4489.5,-7.67,0,1314,2.24,-4489.5,-7.67,44061.12,440.61,13
128,Exit long,2023-04-18 15:30,Normal,15.68,3635,54052.45,2944.35,5.45,0,2944.35,5.45,-399.85,-0.74,47005.47,470.05,4
128,Entry long,2023-04-17 18:30,Normal,14.87,3635,54052.45,2944.35,5.45,0,2944.35,5.45,-399.85,-0.74,47005.47,470.05,4
129,Exit long,2023-04-20 18:30,Normal,15.57,3787,56994.35,1969.24,3.46,0,1969.24,3.46,-605.92,-1.06,48974.71,489.75,3
129,Entry long,2023-04-20 15:30,Normal,15.05,3787,56994.35,1969.24,3.46,0,1969.24,3.46,-605.92,-1.06,48974.71,489.75,3
130,Exit long,2023-04-25 16:30,Normal,13.52,4025,58966.25,-4548.25,-7.71,0,362.25,0.61,-4548.25,-7.71,44426.46,444.26,11
130,Entry long,2023-04-21 19:30,Normal,14.65,4025,58966.25,-4548.25,-7.71,0,362.25,0.61,-4548.25,-7.71,44426.46,444.26,11
131,Exit long,2023-04-28 15:30,Normal,13.63,4129,54420.22,1858.05,3.41,0,1858.05,3.41,-3757.39,-6.90,46284.51,462.85,14
131,Entry long,2023-04-26 15:30,Normal,13.18,4129,54420.22,1858.05,3.41,0,1858.05,3.41,-3757.39,-6.90,46284.51,462.85,14
132,Exit long,2023-05-02 15:30,Normal,14.58,3994,56275.46,1957.06,3.48,0,1957.06,3.48,-79.88,-0.14,48241.57,482.42,7
132,Entry long,2023-05-01 15:30,Normal,14.09,3994,56275.46,1957.06,3.48,0,1957.06,3.48,-79.88,-0.14,48241.57,482.42,7
133,Exit long,2023-05-05 17:30,Normal,13.91,4330,58238.5,1991.8,3.42,0,1991.8,3.42,-1212.4,-2.08,50233.37,502.33,6
133,Entry long,2023-05-04 18:30,Normal,13.45,4330,58238.5,1991.8,3.42,0,1991.8,3.42,-1212.4,-2.08,50233.37,502.33,6
134,Exit long,2023-05-15 21:30,Normal,14.73,4229,60220.96,2072.21,3.44,0,2072.21,3.44,-3890.68,-6.46,52305.58,523.06,39
134,Entry long,2023-05-08 17:30,Normal,14.24,4229,60220.96,2072.21,3.44,0,2072.21,3.44,-3890.68,-6.46,52305.58,523.06,39
135,Exit long,2023-05-17 16:30,Normal,15.47,4167,62296.65,2166.84,3.48,0,2166.84,3.48,-958.41,-1.54,54472.42,544.72,8
135,Entry long,2023-05-16 15:30,Normal,14.95,4167,62296.65,2166.84,3.48,0,2166.84,3.48,-958.41,-1.54,54472.42,544.72,8
136,Exit long,2023-05-24 15:30,Normal,15.57,3770,64467,-5768.1,-8.95,0,1017.9,1.58,-5768.1,-8.95,48704.32,487.04,13
136,Entry long,2023-05-22 16:30,Normal,17.1,3770,64467,-5768.1,-8.95,0,1017.9,1.58,-5768.1,-8.95,48704.32,487.04,13
137,Exit long,2023-05-25 19:30,Normal,18.84,3221,58686.62,1997.02,3.40,0,1997.02,3.40,-450.94,-0.77,50701.34,507.01,3
137,Entry long,2023-05-25 16:30,Normal,18.22,3221,58686.62,1997.02,3.40,0,1997.02,3.40,-450.94,-0.77,50701.34,507.01,3
138,Exit long,2023-05-26 19:30,Normal,22.13,2837,60683.43,2099.38,3.46,0,2099.38,3.46,-28.37,-0.05,52800.72,528.01,3
138,Entry long,2023-05-26 16:30,Normal,21.39,2837,60683.43,2099.38,3.46,0,2099.38,3.46,-28.37,-0.05,52800.72,528.01,3
139,Exit long,2023-06-07 15:30,Normal,22.31,2911,62790.27,2154.14,3.43,0,2154.14,3.43,-4482.94,-7.14,54954.86,549.55,15
139,Entry long,2023-06-02 21:30,Normal,21.57,2911,62790.27,2154.14,3.43,0,2154.14,3.43,-4482.94,-7.14,54954.86,549.55,15
140,Exit long,2023-06-09 15:30,Normal,22.56,2987,64937.38,2449.34,3.77,0,2449.34,3.77,-1194.8,-1.84,57404.2,574.04,4
140,Entry long,2023-06-08 18:30,Normal,21.74,2987,64937.38,2449.34,3.77,0,2449.34,3.77,-1194.8,-1.84,57404.2,574.04,4
141,Exit long,2023-06-12 21:30,Normal,24.15,2886,67388.1,2308.8,3.43,0,2308.8,3.43,0,0.00,59713,597.13,5
141,Entry long,2023-06-12 16:30,Normal,23.35,2886,67388.1,2308.8,3.43,0,2308.8,3.43,0,0.00,59713,597.13,5
142,Exit long,2023-06-22 15:30,Normal,21.87,2890,69706.8,-6502.5,-9.33,0,0,0.00,-6502.5,-9.33,53210.5,532.11,8
142,Entry long,2023-06-20 21:30,Normal,24.12,2890,69706.8,-6502.5,-9.33,0,0,0.00,-6502.5,-9.33,53210.5,532.11,8
143,Exit long,2023-06-26 15:30,Normal,22.25,2937,63204.24,2144.01,3.39,0,2144.01,3.39,-704.88,-1.12,55354.51,553.55,5
143,Entry long,2023-06-23 17:30,Normal,21.52,2937,63204.24,2144.01,3.39,0,2144.01,3.39,-704.88,-1.12,55354.51,553.55,5
144,Exit long,2023-06-30 15:30,Normal,24.17,2796,65342.52,2236.8,3.42,0,2236.8,3.42,0,0.00,57591.31,575.91,1
144,Entry long,2023-06-29 21:30,Normal,23.37,2796,65342.52,2236.8,3.42,0,2236.8,3.42,0,0.00,57591.31,575.91,1
145,Exit long,2023-07-06 15:30,Normal,22.18,2737,67576.53,-6869.87,-10.17,0,930.58,1.38,-6869.87,-10.17,50721.44,507.21,11
145,Entry long,2023-07-03 15:30,Normal,24.69,2737,67576.53,-6869.87,-10.17,0,930.58,1.38,-6869.87,-10.17,50721.44,507.21,11
146,Exit long,2023-07-07 18:30,Normal,23.57,2664,60712.56,2077.92,3.42,0,2077.92,3.42,-399.6,-0.66,52799.36,527.99,3
146,Entry long,2023-07-07 15:30,Normal,22.79,2664,60712.56,2077.92,3.42,0,2077.92,3.42,-399.6,-0.66,52799.36,527.99,3
147,Exit long,2023-07-12 15:30,Normal,24.97,2664,62790.48,3729.6,5.94,0,3729.6,5.94,-1918.08,-3.05,56528.96,565.29,13
147,Entry long,2023-07-10 16:30,Normal,23.57,2664,62790.48,3729.6,5.94,0,3729.6,5.94,-1918.08,-3.05,56528.96,565.29,13
148,Exit long,2023-07-13 20:30,Normal,26.63,2583,66512.25,2273.04,3.42,0,2273.04,3.42,-51.66,-0.08,58802,588.02,5
148,Entry long,2023-07-13 15:30,Normal,25.75,2583,66512.25,2273.04,3.42,0,2273.04,3.42,-51.66,-0.08,58802,588.02,5
149,Exit long,2023-07-17 20:30,Normal,27.99,2541,68784.87,2337.72,3.40,0,2337.72,3.40,-4522.98,-6.58,61139.72,611.40,12
149,Entry long,2023-07-14 15:30,Normal,27.07,2541,68784.87,2337.72,3.40,0,2337.72,3.40,-4522.98,-6.58,61139.72,611.40,12
150,Exit long,2023-07-20 15:30,Normal,25.31,2571,71113.86,-6041.85,-8.50,0,925.56,1.30,-6041.85,-8.50,55097.87,550.98,10
150,Entry long,2023-07-18 19:30,Normal,27.66,2571,71113.86,-6041.85,-8.50,0,925.56,1.30,-6041.85,-8.50,55097.87,550.98,10
151,Exit long,2023-07-21 19:30,Normal,24.97,2695,65084.25,2209.9,3.40,0,2209.9,3.40,-53.9,-0.08,57307.77,573.08,4
151,Entry long,2023-07-21 15:30,Normal,24.15,2695,65084.25,2209.9,3.40,0,2209.9,3.40,-53.9,-0.08,57307.77,573.08,4
152,Exit long,2023-07-25 15:30,Normal,25.27,2755,67304.65,2314.2,3.44,0,2314.2,3.44,0,0.00,59621.97,596.22,1
152,Entry long,2023-07-24 21:30,Normal,24.43,2755,67304.65,2314.2,3.44,0,2314.2,3.44,0,0.00,59621.97,596.22,1
153,Exit long,2023-07-31 15:30,Normal,28.11,2561,69607.98,2381.73,3.42,0,2381.73,3.42,-486.59,-0.70,62003.7,620.04,7
153,Entry long,2023-07-28 15:30,Normal,27.18,2561,69607.98,2381.73,3.42,0,2381.73,3.42,-486.59,-0.70,62003.7,620.04,7
154,Exit long,2023-08-02 15:30,Normal,25.68,2587,71996.21,-5562.05,-7.73,0,931.32,1.29,-5562.05,-7.73,56441.65,564.42,5
154,Entry long,2023-08-01 17:30,Normal,27.83,2587,71996.21,-5562.05,-7.73,0,931.32,1.29,-5562.05,-7.73,56441.65,564.42,5
155,Exit long,2023-08-04 17:30,Normal,25.18,2728,66426.8,2264.24,3.41,0,2264.24,3.41,-1936.88,-2.92,58705.89,587.06,8
155,Entry long,2023-08-03 16:30,Normal,24.35,2728,66426.8,2264.24,3.41,0,2264.24,3.41,-1936.88,-2.92,58705.89,587.06,8
156,Exit long,2023-08-08 15:30,Normal,23.17,2736,68700.96,-5307.84,-7.73,0,328.32,0.48,-5307.84,-7.73,53398.05,533.98,7
156,Entry long,2023-08-07 15:30,Normal,25.11,2736,68700.96,-5307.84,-7.73,0,328.32,0.48,-5307.84,-7.73,53398.05,533.98,7
157,Exit long,2023-08-10 15:30,Normal,23.93,2740,63376.2,2192,3.46,0,2192,3.46,-1452.2,-2.29,55590.05,555.90,4
157,Entry long,2023-08-09 18:30,Normal,23.13,2740,63376.2,2192,3.46,0,2192,3.46,-1452.2,-2.29,55590.05,555.90,4
158,Exit long,2023-08-14 16:30,Normal,21.59,3142,65573.54,2262.24,3.45,0,2262.24,3.45,-1853.78,-2.83,57852.29,578.52,6
158,Entry long,2023-08-11 17:30,Normal,20.87,3142,65573.54,2262.24,3.45,0,2262.24,3.45,-1853.78,-2.83,57852.29,578.52,6
159,Exit long,2023-08-17 15:30,Normal,19.98,3134,67851.1,-5233.78,-7.71,0,470.1,0.69,-5233.78,-7.71,52618.51,526.19,10
159,Entry long,2023-08-15 19:30,Normal,21.65,3134,67851.1,-5233.78,-7.71,0,470.1,0.69,-5233.78,-7.71,52618.51,526.19,10
160,Exit long,2023-08-18 20:30,Normal,19.93,3249,62608.23,2144.34,3.43,0,2144.34,3.43,-552.33,-0.88,54762.85,547.63,4
160,Entry long,2023-08-18 16:30,Normal,19.27,3249,62608.23,2144.34,3.43,0,2144.34,3.43,-552.33,-0.88,54762.85,547.63,4
161,Exit long,2023-08-21 18:30,Normal,20.97,3193,64754.04,2203.17,3.40,0,2203.17,3.40,-478.95,-0.74,56966.02,569.66,3
161,Entry long,2023-08-21 15:30,Normal,20.28,3193,64754.04,2203.17,3.40,0,2203.17,3.40,-478.95,-0.74,56966.02,569.66,3
162,Exit long,2023-08-23 19:30,Normal,22.26,3111,66948.72,2302.14,3.44,0,2302.14,3.44,-3142.11,-4.69,59268.16,592.68,10
162,Entry long,2023-08-22 16:30,Normal,21.52,3111,66948.72,2302.14,3.44,0,2302.14,3.44,-3142.11,-4.69,59268.16,592.68,10
163,Exit long,2023-08-28 15:30,Normal,20.95,3418,69248.68,2358.42,3.41,0,2358.42,3.41,-375.98,-0.54,61626.58,616.27,3
163,Entry long,2023-08-25 19:30,Normal,20.26,3418,69248.68,2358.42,3.41,0,2358.42,3.41,-375.98,-0.54,61626.58,616.27,3
164,Exit long,2023-09-07 15:30,Normal,21.47,3040,71622.4,-6353.6,-8.87,0,1702.4,2.38,-6353.6,-8.87,55272.98,552.73,25
164,Entry long,2023-08-31 18:30,Normal,23.56,3040,71622.4,-6353.6,-8.87,0,1702.4,2.38,-6353.6,-8.87,55272.98,552.73,25
165,Exit long,2023-09-15 16:30,Normal,19.85,3034,65261.34,-5036.44,-7.72,0,1183.26,1.81,-5036.44,-7.72,50236.54,502.37,36
165,Entry long,2023-09-08 15:30,Normal,21.51,3034,65261.34,-5036.44,-7.72,0,1183.26,1.81,-5036.44,-7.72,50236.54,502.37,36
166,Exit long,2023-09-20 21:30,Normal,18.23,3049,60217.75,-4634.48,-7.70,0,182.94,0.30,-4634.48,-7.70,45602.06,456.02,18
166,Entry long,2023-09-18 17:30,Normal,19.75,3049,60217.75,-4634.48,-7.70,0,182.94,0.30,-4634.48,-7.70,45602.06,456.02,18
167,Exit long,2023-09-28 16:30,Normal,18.25,3150,55597.5,1890,3.40,0,1890,3.40,-3276,-5.89,47492.06,474.92,33
167,Entry long,2023-09-21 18:30,Normal,17.65,3150,55597.5,1890,3.40,0,1890,3.40,-3276,-5.89,47492.06,474.92,33
168,Exit long,2023-10-03 19:30,Normal,17.45,3040,57486.4,-4438.4,-7.72,0,1033.6,1.80,-4438.4,-7.72,43053.66,430.54,18
168,Entry long,2023-09-29 15:30,Normal,18.91,3040,57486.4,-4438.4,-7.72,0,1033.6,1.80,-4438.4,-7.72,43053.66,430.54,18
169,Exit long,2023-10-06 16:30,Normal,18.69,2936,53053.52,1820.32,3.43,0,1820.32,3.43,-2084.56,-3.93,44873.98,448.74,14
169,Entry long,2023-10-04 16:30,Normal,18.07,2936,53053.52,1820.32,3.43,0,1820.32,3.43,-2084.56,-3.93,44873.98,448.74,14
170,Exit long,2023-10-12 15:30,Normal,20.79,2728,54860.08,1855.04,3.38,0,1855.04,3.38,-1691.36,-3.08,46729.02,467.29,12
170,Entry long,2023-10-10 17:30,Normal,20.11,2728,54860.08,1855.04,3.38,0,1855.04,3.38,-1691.36,-3.08,46729.02,467.29,12
171,Exit long,2023-10-17 15:30,Normal,18.03,2904,56715.12,-4356,-7.68,0,348.48,0.61,-4356,-7.68,42373.02,423.73,7
171,Entry long,2023-10-16 15:30,Normal,19.53,2904,56715.12,-4356,-7.68,0,348.48,0.61,-4356,-7.68,42373.02,423.73,7
172,Exit long,2023-10-20 16:30,Normal,16.9,2858,52358.56,-4058.36,-7.75,0,828.82,1.58,-4058.36,-7.75,38314.66,383.15,12
172,Entry long,2023-10-18 18:30,Normal,18.32,2858,52358.56,-4058.36,-7.75,0,828.82,1.58,-4058.36,-7.75,38314.66,383.15,12
173,Exit long,2023-10-25 17:30,Normal,15.24,2924,48304.48,-3742.72,-7.75,0,1315.8,2.72,-3742.72,-7.75,34571.94,345.72,15
173,Entry long,2023-10-23 16:30,Normal,16.52,2924,48304.48,-3742.72,-7.75,0,1315.8,2.72,-3742.72,-7.75,34571.94,345.72,15
174,Exit long,2023-11-01 19:30,Normal,15.4,2995,44565.6,1557.4,3.49,0,1557.4,3.49,-3324.45,-7.46,36129.34,361.29,20
174,Entry long,2023-10-27 21:30,Normal,14.88,2995,44565.6,1557.4,3.49,0,1557.4,3.49,-3324.45,-7.46,36129.34,361.29,20
175,Exit long,2023-11-03 14:30,Normal,17.3,2775,46120.5,1887,4.09,0,1887,4.09,-277.5,-0.60,38016.34,380.16,6
175,Entry long,2023-11-02 15:30,Normal,16.62,2775,46120.5,1887,4.09,0,1887,4.09,-277.5,-0.60,38016.34,380.16,6
176,Exit long,2023-11-08 15:30,Normal,18.59,2672,48015.84,1656.64,3.45,0,1656.64,3.45,-561.12,-1.17,39672.98,396.73,8
176,Entry long,2023-11-06 21:30,Normal,17.97,2672,48015.84,1656.64,3.45,0,1656.64,3.45,-561.12,-1.17,39672.98,396.73,8
177,Exit long,2023-11-10 17:30,Normal,19.57,2624,49672.32,1679.36,3.38,0,1679.36,3.38,-2519.04,-5.07,41352.34,413.52,9
177,Entry long,2023-11-09 15:30,Normal,18.93,2624,49672.32,1679.36,3.38,0,1679.36,3.38,-2519.04,-5.07,41352.34,413.52,9
178,Exit long,2023-11-15 15:30,Normal,22.47,2363,51347.99,1748.62,3.41,0,1748.62,3.41,-614.38,-1.20,43100.96,431.01,6
178,Entry long,2023-11-14 16:30,Normal,21.73,2363,51347.99,1748.62,3.41,0,1748.62,3.41,-614.38,-1.20,43100.96,431.01,6
179,Exit long,2023-11-20 15:30,Normal,23.09,2378,53100.74,1807.28,3.40,0,1807.28,3.40,-808.52,-1.52,44908.24,449.08,8
179,Entry long,2023-11-16 21:30,Normal,22.33,2378,53100.74,1807.28,3.40,0,1807.28,3.40,-808.52,-1.52,44908.24,449.08,8
180,Exit long,2023-11-29 15:30,Normal,23.63,2402,54885.7,1873.56,3.41,0,1873.56,3.41,-2978.48,-5.43,46781.8,467.82,24
180,Entry long,2023-11-22 16:30,Normal,22.85,2402,54885.7,1873.56,3.41,0,1873.56,3.41,-2978.48,-5.43,46781.8,467.82,24
181,Exit long,2023-12-08 15:30,Normal,23.15,2536,56781.04,1927.36,3.39,0,1927.36,3.39,-3702.56,-6.52,48709.16,487.09,36
181,Entry long,2023-11-30 21:30,Normal,22.39,2536,56781.04,1927.36,3.39,0,1927.36,3.39,-3702.56,-6.52,48709.16,487.09,36
182,Exit long,2023-12-11 19:30,Normal,25.94,2340,58687.2,2012.4,3.43,0,2012.4,3.43,-655.2,-1.12,50721.56,507.22,3
182,Entry long,2023-12-11 16:30,Normal,25.08,2340,58687.2,2012.4,3.43,0,2012.4,3.43,-655.2,-1.12,50721.56,507.22,3
183,Exit long,2023-12-13 19:30,Normal,26.71,2350,60700.5,2068,3.41,0,2068,3.41,-376,-0.62,52789.56,527.90,11
183,Entry long,2023-12-12 15:30,Normal,25.83,2350,60700.5,2068,3.41,0,2068,3.41,-376,-0.62,52789.56,527.90,11
184,Exit long,2023-12-22 15:30,Normal,30.51,2128,62776,2149.28,3.42,0,2149.28,3.42,-1064,-1.69,54938.84,549.39,6
184,Entry long,2023-12-21 16:30,Normal,29.5,2128,62776,2149.28,3.42,0,2149.28,3.42,-1064,-1.69,54938.84,549.39,6
185,Exit long,2023-12-28 16:30,Normal,32.28,2080,64937.6,2204.8,3.40,0,2204.8,3.40,-436.8,-0.67,57143.64,571.44,15
185,Entry long,2023-12-26 15:30,Normal,31.22,2080,64937.6,2204.8,3.40,0,2204.8,3.40,-436.8,-0.67,57143.64,571.44,15
186,Exit long,2024-01-04 15:30,Normal,24.61,2432,67123.2,-7271.68,-10.83,0,0,0.00,-7271.68,-10.83,49871.96,498.72,8
186,Entry long,2024-01-02 21:30,Normal,27.6,2432,67123.2,-7271.68,-10.83,0,0,0.00,-7271.68,-10.83,49871.96,498.72,8
187,Exit long,2024-01-08 15:30,Normal,26.84,2307,59866.65,2053.23,3.43,0,2053.23,3.43,-1799.46,-3.01,51925.19,519.25,7
187,Entry long,2024-01-05 15:30,Normal,25.95,2307,59866.65,2053.23,3.43,0,2053.23,3.43,-1799.46,-3.01,51925.19,519.25,7
